grammar,grid_id,cell_id,component_id,thr_index_a,thr_index_b,nearest_unsafe_distance,nearest_unsafe_edge_censored,distance_to_lattice_edge,full_neighborhood_safe_radius,edge_touches_lattice,mask_sha256
G2_and,P::abs_ratio_m1::low_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::low_tail::q1::P::score_m_bridge::low_tail::q3,P::abs_ratio_m1::low_tail__score_m_bridge::low_tail::comp0,1,3,1,False,1,0,False,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838
G2_and,P::abs_ratio_m1::low_tail__score_m_bridge::low_tail,AND::P::abs_ratio_m1::low_tail::q2::P::score_m_bridge::low_tail::q3,P::abs_ratio_m1::low_tail__score_m_bridge::low_tail::comp0,2,3,1,False,2,0,False,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q0::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,0,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q1::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,1,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q2::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,2,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q3::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,3,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q4::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,4,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q5::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,5,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q6::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,6,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q7::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,7,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q8::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,8,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q9::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,9,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q10::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,10,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q11::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,11,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q12::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,12,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q13::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,13,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q14::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,14,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q15::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,15,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::high_tail,AND::P::dist_h::high_tail::q16::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail::comp0,16,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::high_tail__resid_mean::low_tail,AND::P::dist_h::high_tail::q11::P::resid_mean::low_tail::q3,P::dist_h::high_tail__resid_mean::low_tail::comp0,11,3,1,False,3,0,False,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60
G2_and,P::dist_h::high_tail__resid_mean::low_tail,AND::P::dist_h::high_tail::q12::P::resid_mean::low_tail::q3,P::dist_h::high_tail__resid_mean::low_tail::comp0,12,3,1,False,3,0,False,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60
G2_and,P::dist_h::low_tail__resid_mean::high_tail,AND::P::dist_h::low_tail::q17::P::resid_mean::high_tail::q20,P::dist_h::low_tail__resid_mean::high_tail::comp0,17,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::low_tail__resid_mean::high_tail,AND::P::dist_h::low_tail::q18::P::resid_mean::high_tail::q20,P::dist_h::low_tail__resid_mean::high_tail::comp0,18,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::low_tail__resid_mean::high_tail,AND::P::dist_h::low_tail::q19::P::resid_mean::high_tail::q20,P::dist_h::low_tail__resid_mean::high_tail::comp0,19,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::dist_h::low_tail__resid_mean::high_tail,AND::P::dist_h::low_tail::q20::P::resid_mean::high_tail::q20,P::dist_h::low_tail__resid_mean::high_tail::comp0,20,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q0,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,0,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q1,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,1,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q2,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,2,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q3,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,3,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q4,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,4,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q5,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,5,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q6,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,6,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q7,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,7,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q8,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,8,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q9,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,9,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q10,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,10,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q11,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,11,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q12,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,12,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q13,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,13,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q14,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,14,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q15,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,15,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q16,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,16,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q17,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,17,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::high_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::high_tail::q18,P::resid_mean::high_tail__score_m_bridge::high_tail::comp0,20,18,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q18::P::score_m_bridge::low_tail::q14,P::resid_mean::high_tail__score_m_bridge::low_tail::comp0,18,14,1,False,2,0,False,fd1b99579c88a4f533613a38dd643f7bd7e6cf97feeac1c95a0d90e68d7ae3db
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q19::P::score_m_bridge::low_tail::q14,P::resid_mean::high_tail__score_m_bridge::low_tail::comp0,19,14,1,False,1,0,False,fd1b99579c88a4f533613a38dd643f7bd7e6cf97feeac1c95a0d90e68d7ae3db
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q19::P::score_m_bridge::low_tail::q15,P::resid_mean::high_tail__score_m_bridge::low_tail::comp0,19,15,1,False,1,0,False,fd1b99579c88a4f533613a38dd643f7bd7e6cf97feeac1c95a0d90e68d7ae3db
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q19::P::score_m_bridge::low_tail::q16,P::resid_mean::high_tail__score_m_bridge::low_tail::comp0,19,16,1,False,1,0,False,fd1b99579c88a4f533613a38dd643f7bd7e6cf97feeac1c95a0d90e68d7ae3db
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q19::P::score_m_bridge::low_tail::q17,P::resid_mean::high_tail__score_m_bridge::low_tail::comp0,19,17,1,False,1,0,False,fd1b99579c88a4f533613a38dd643f7bd7e6cf97feeac1c95a0d90e68d7ae3db
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q5::P::score_m_bridge::low_tail::q1,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,5,1,1,False,1,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q5::P::score_m_bridge::low_tail::q2,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,5,2,1,False,2,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q6::P::score_m_bridge::low_tail::q1,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,6,1,1,False,1,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q6::P::score_m_bridge::low_tail::q2,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,6,2,1,False,2,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q7::P::score_m_bridge::low_tail::q1,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,7,1,1,False,1,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q7::P::score_m_bridge::low_tail::q2,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,7,2,1,False,2,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q8::P::score_m_bridge::low_tail::q1,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,8,1,1,False,1,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q8::P::score_m_bridge::low_tail::q2,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,8,2,1,False,2,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q9::P::score_m_bridge::low_tail::q1,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,9,1,1,False,1,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q9::P::score_m_bridge::low_tail::q2,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,9,2,1,False,2,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q10::P::score_m_bridge::low_tail::q1,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,10,1,1,False,1,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q10::P::score_m_bridge::low_tail::q2,P::resid_mean::high_tail__score_m_bridge::low_tail::comp1,10,2,1,False,2,0,False,d3e02498d2ac4d159ef5e4a46075ab97e188ebfd4375ea587287f51747781464
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::low_tail::q19,P::resid_mean::high_tail__score_m_bridge::low_tail::comp2,20,19,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::high_tail__score_m_bridge::low_tail,AND::P::resid_mean::high_tail::q20::P::score_m_bridge::low_tail::q20,P::resid_mean::high_tail__score_m_bridge::low_tail::comp2,20,20,1,False,0,0,True,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca
G2_and,P::resid_mean::low_tail__score_m_bridge::high_tail,AND::P::resid_mean::low_tail::q3::P::score_m_bridge::high_tail::q7,P::resid_mean::low_tail__score_m_bridge::high_tail::comp0,3,7,1,False,3,0,False,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60
G2_and,P::resid_mean::low_tail__score_m_bridge::high_tail,AND::P::resid_mean::low_tail::q3::P::score_m_bridge::high_tail::q8,P::resid_mean::low_tail__score_m_bridge::high_tail::comp0,3,8,1,False,3,0,False,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60
G2_and,P::resid_mean::low_tail__score_m_bridge::high_tail,AND::P::resid_mean::low_tail::q4::P::score_m_bridge::high_tail::q8,P::resid_mean::low_tail__score_m_bridge::high_tail::comp0,4,8,1,False,4,0,False,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60
G2_and,P::resid_mean::low_tail__score_m_bridge::high_tail,AND::P::resid_mean::low_tail::q5::P::score_m_bridge::high_tail::q8,P::resid_mean::low_tail__score_m_bridge::high_tail::comp0,5,8,1,False,5,0,False,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60
